Task,LeftLabel,RightLabel,faceImages,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,face_image_q.started,text_2.started,slider_2.started,text_3.started,mouse_7.started,image_3.started,slider.started,text_2.stopped,text_3.stopped,mouse_7.stopped,image_3.stopped,slider.response,slider.rt,slider_2.response,slider_2.rt,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.time,EndText.started,EndText.stopped,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_BM_234_172_N.png
",0,0,0,0,83,21,7906,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_201_057_N.png,0,0,0,0,83,22,7907,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_214_308_N.png,0,0,0,0,83,23,7908,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_AM_233_236_N.png
",0,0,0,0,83,24,7909,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_231_357_N.png,0,0,0,0,83,25,7910,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BF_224_002_N.png,0,0,0,0,83,26,7911,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LIP_CFD_BM_234_172_N.png
",0,0,0,0,83,27,7912,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BF_224_002_N.png,0,0,0,0,83,28,7913,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_245_143_N.png,0,0,0,0,83,29,7914,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ NASALTIP_136_M_M_N_A.png
",0,0,0,0,83,30,7915,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_006_M_F_N_A.png,0,0,0,0,83,31,7916,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LF_224_176_N.png,0,0,0,0,83,32,7917,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BF_214_308_N.png,0,0,0,0,83,33,7918,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_087_M_M_N_A.png,0,0,0,0,83,34,7919,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_035_M_F_N_A.png,0,0,0,0,83,35,7920,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_203_026_N.png,0,0,0,0,83,36,7921,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_224_002_N.png,0,0,0,0,83,37,7922,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BF_214_308_N.png,0,0,0,0,83,38,7923,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_245_143_N.png,0,0,0,0,83,39,7924,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BM_234_172_N.png,0,0,0,0,83,40,7925,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_203_026_N.png,0,0,0,0,83,41,7926,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_250_167_N.png,0,0,0,0,83,42,7927,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WM_212_097_N.png,0,0,0,0,83,43,7928,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WM_212_097_N.png,0,0,0,0,83,44,7929,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_237_223_N.png,0,0,0,0,83,45,7930,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_BM_234_172_N.png
",0,0,0,0,83,46,7931,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_087_M_M_N_A.png,0,0,0,0,83,47,7932,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LIP_CFD_AM_233_236_N.png
",0,0,0,0,83,48,7933,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_WM_212_097_N.png,0,0,0,0,83,49,7934,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LF_224_176_N.png,0,0,0,0,83,50,7935,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WM_212_097_N.png,0,0,0,0,83,51,7936,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LM_203_026_N.png,0,0,0,0,83,52,7937,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WM_212_097_N.png,0,0,0,0,83,53,7938,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_231_357_N.png,0,0,0,0,83,54,7939,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LM_203_026_N.png,0,0,0,0,83,55,7940,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_224_002_N.png,0,0,0,0,83,56,7941,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_245_143_N.png,0,0,0,0,83,57,7942,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_245_143_N.png,0,0,0,0,83,58,7943,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_250_167_N.png,0,0,0,0,83,59,7944,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LIP_136_M_M_N_A.png
",0,0,0,0,83,60,7945,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_224_002_N.png,0,0,0,0,83,61,7946,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LM_203_026_N.png,0,0,0,0,83,62,7947,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WF_250_167_N.png,0,0,0,0,83,63,7948,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LF_224_176_N.png,0,0,0,0,83,64,7949,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_LF_224_176_N.png,0,0,0,0,83,65,7950,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LM_201_057_N.png,0,0,0,0,83,66,7951,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,83,67,7952,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_214_308_N.png,0,0,0,0,83,68,7953,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_237_223_N.png,0,0,0,0,83,69,7954,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_200_099_N.png,0,0,0,0,83,70,7955,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_237_223_N.png,0,0,0,0,83,71,7956,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_087_M_M_N_A.png,0,0,0,0,83,72,7957,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_035_M_F_N_A.png,0,0,0,0,83,73,7958,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BM_213_134_N.png,0,0,0,0,83,74,7959,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_006_M_F_N_A.png,0,0,0,0,83,75,7960,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,83,76,7961,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ RCHEEK_136_M_M_N_A.png
",0,0,0,0,83,77,7962,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_006_M_F_N_A.png,0,0,0,0,83,78,7963,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_200_099_N.png,0,0,0,0,83,79,7964,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_035_M_F_N_A.png,0,0,0,0,83,80,7965,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BM_213_134_N.png,0,0,0,0,83,81,7966,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BM_213_134_N.png,0,0,0,0,83,82,7967,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AM_233_236_N.png,0,0,0,0,83,83,7968,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_WF_002_004_N.png
",0,0,0,0,83,84,7969,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LF_224_176_N.png,0,0,0,0,83,85,7970,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LM_201_057_N.png,0,0,0,0,83,86,7971,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_245_143_N.png,0,0,0,0,83,87,7972,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WF_200_099_N.png,0,0,0,0,83,88,7973,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,83,89,7974,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_006_M_F_N_A.png,0,0,0,0,83,90,7975,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_136_M_M_N_A.png,0,0,0,0,83,91,7976,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_237_223_N.png,0,0,0,0,83,92,7977,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LCHEEK_136_M_M_N_A.png
",0,0,0,0,83,93,7978,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_035_M_F_N_A.png,0,0,0,0,83,94,7979,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_231_357_N.png,0,0,0,0,84,0,7980,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_035_M_F_N_A.png,0,0,0,0,84,1,7981,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_LF_224_176_N.png,0,0,0,0,84,2,7982,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LCHEEK_136_M_M_N_A.png
",0,0,0,0,84,3,7983,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_035_M_F_N_A.png,0,0,0,0,84,4,7984,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_231_357_N.png,0,0,0,0,84,5,7985,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_006_M_F_N_A.png,0,0,0,0,84,6,7986,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_250_167_N.png,0,0,0,0,84,7,7987,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_200_099_N.png,0,0,0,0,84,8,7988,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_224_002_N.png,0,0,0,0,84,9,7989,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_006_M_F_N_A.png,0,0,0,0,84,10,7990,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_006_M_F_N_A.png,0,0,0,0,84,11,7991,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,84,12,7992,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_214_308_N.png,0,0,0,0,84,13,7993,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ RCHEEK_136_M_M_N_A.png
",0,0,0,0,84,14,7994,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_087_M_M_N_A.png,0,0,0,0,84,15,7995,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_AM_233_236_N.png
",0,0,0,0,84,16,7996,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_224_002_N.png,0,0,0,0,84,17,7997,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LF_224_176_N.png,0,0,0,0,84,18,7998,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_BM_234_172_N.png
",0,0,0,0,84,19,7999,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_237_223_N.png,0,0,0,0,84,20,8000,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ LIP_CFD_WF_002_004_N.png
",0,0,0,0,84,21,8001,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_237_223_N.png,0,0,0,0,84,22,8002,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WM_212_097_N.png,0,0,0,0,84,23,8003,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_WF_002_004_N.png
",0,0,0,0,84,24,8004,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LM_201_057_N.png,0,0,0,0,84,25,8005,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_BM_234_172_N.png
",0,0,0,0,84,26,8006,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_087_M_M_N_A.png,0,0,0,0,84,27,8007,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_245_143_N.png,0,0,0,0,84,28,8008,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WM_212_097_N.png,0,0,0,0,84,29,8009,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BM_213_134_N.png,0,0,0,0,84,30,8010,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_203_026_N.png,0,0,0,0,84,31,8011,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_231_357_N.png,0,0,0,0,84,32,8012,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_201_057_N.png,0,0,0,0,84,33,8013,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BF_224_002_N.png,0,0,0,0,84,34,8014,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
treatment,0% Never,100% Always,images\FOREHEAD_136_M_M_N_A.png,0,0,0,0,84,35,8015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h15.07.036,FaceAttractiveness,2022.2.5,145.05850933086427,
