Task,LeftLabel,RightLabel,faceImages,RatingBlockOrder.thisRepN,RatingBlockOrder.thisTrialN,RatingBlockOrder.thisN,RatingBlockOrder.thisIndex,originalFaceTrials.thisRepN,originalFaceTrials.thisTrialN,originalFaceTrials.thisN,originalFaceTrials.thisIndex,face_image_q.started,text_2.started,text_3.started,mouse_7.started,image_3.started,slider.started,slider_2.started,text_2.stopped,text_3.stopped,mouse_7.stopped,image_3.stopped,slider.response,slider.rt,slider_2.response,slider_2.rt,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.time,EndText.started,Name,Gender,Age,Ethnicity,date,expName,psychopyVersion,frameRate,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_WF_002_004_N.png
",0,0,0,0,64,80,6160,72,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_BM_234_172_N.png
",0,0,0,0,64,81,6161,87,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LM_203_026_N.png,0,0,0,0,64,82,6162,33,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_200_099_N.png,0,0,0,0,64,83,6163,16,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,64,84,6164,34,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BF_224_002_N.png,0,0,0,0,64,85,6165,85,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_237_223_N.png,0,0,0,0,64,86,6166,62,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_BM_234_172_N.png
",0,0,0,0,64,87,6167,30,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,64,88,6168,26,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ RCHEEK_136_M_M_N_A.png
",0,0,0,0,64,89,6169,79,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_087_M_M_N_A.png,0,0,0,0,64,90,6170,40,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LCHEEK_136_M_M_N_A.png
",0,0,0,0,64,91,6171,22,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WM_212_097_N.png,0,0,0,0,64,92,6172,37,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LIP_CFD_AM_233_236_N.png
",0,0,0,0,64,93,6173,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BM_213_134_N.png,0,0,0,0,64,94,6174,86,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_200_099_N.png,0,0,0,0,65,0,6175,16,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LM_201_057_N.png,0,0,0,0,65,1,6176,13,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_250_167_N.png,0,0,0,0,65,2,6177,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_035_M_F_N_A.png,0,0,0,0,65,3,6178,20,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WF_200_099_N.png,0,0,0,0,65,4,6179,35,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LM_203_026_N.png,0,0,0,0,65,5,6180,90,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_WM_212_097_N.png,0,0,0,0,65,6,6181,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BM_213_134_N.png,0,0,0,0,65,7,6182,67,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LIP_CFD_AM_233_236_N.png
",0,0,0,0,65,8,6183,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_237_223_N.png,0,0,0,0,65,9,6184,43,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_203_026_N.png,0,0,0,0,65,10,6185,71,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,65,11,6186,91,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ NASALTIP_136_M_M_N_A.png
",0,0,0,0,65,12,6187,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_035_M_F_N_A.png,0,0,0,0,65,13,6188,58,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_231_357_N.png,0,0,0,0,65,14,6189,61,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WM_212_097_N.png,0,0,0,0,65,15,6190,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_136_M_M_N_A.png,0,0,0,0,65,16,6191,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_006_M_F_N_A.png,0,0,0,0,65,17,6192,19,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BM_213_134_N.png,0,0,0,0,65,18,6193,10,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_203_026_N.png,0,0,0,0,65,19,6194,52,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_245_143_N.png,0,0,0,0,65,20,6195,44,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_006_M_F_N_A.png,0,0,0,0,65,21,6196,38,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,65,22,6197,26,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_250_167_N.png,0,0,0,0,65,23,6198,74,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_214_308_N.png,0,0,0,0,65,24,6199,8,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WM_212_097_N.png,0,0,0,0,65,25,6200,94,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_224_002_N.png,0,0,0,0,65,26,6201,28,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LF_224_176_N.png,0,0,0,0,65,27,6202,12,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_087_M_M_N_A.png,0,0,0,0,65,28,6203,78,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_AM_233_236_N.png
",0,0,0,0,65,29,6204,83,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LF_224_176_N.png,0,0,0,0,65,30,6205,88,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LM_201_057_N.png,0,0,0,0,65,31,6206,70,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LF_224_176_N.png,0,0,0,0,65,32,6207,31,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_245_143_N.png,0,0,0,0,65,33,6208,63,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BM_213_134_N.png,0,0,0,0,65,34,6209,29,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_224_002_N.png,0,0,0,0,65,35,6210,47,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_245_143_N.png,0,0,0,0,65,36,6211,82,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_BF_214_308_N.png,0,0,0,0,65,37,6212,27,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_BM_213_134_N.png,0,0,0,0,65,38,6213,48,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_BF_214_308_N.png,0,0,0,0,65,39,6214,46,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_231_357_N.png,0,0,0,0,65,40,6215,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_035_M_F_N_A.png,0,0,0,0,65,41,6216,77,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BM_213_134_N.png,0,0,0,0,65,42,6217,86,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_WF_002_004_N.png
",0,0,0,0,65,43,6218,34,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_006_M_F_N_A.png,0,0,0,0,65,44,6219,76,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_237_223_N.png,0,0,0,0,65,45,6220,81,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BM_234_172_N.png,0,0,0,0,65,46,6221,11,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ RCHEEK_CFD_BM_234_172_N.png
",0,0,0,0,65,47,6222,87,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_245_143_N.png,0,0,0,0,65,48,6223,25,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_200_099_N.png,0,0,0,0,65,49,6224,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_BF_224_002_N.png,0,0,0,0,65,50,6225,9,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_AF_237_223_N.png,0,0,0,0,65,51,6226,62,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_245_143_N.png,0,0,0,0,65,52,6227,6,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WM_212_097_N.png,0,0,0,0,65,53,6228,37,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_087_M_M_N_A.png,0,0,0,0,65,54,6229,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AF_237_223_N.png,0,0,0,0,65,55,6230,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_LM_201_057_N.png,0,0,0,0,65,56,6231,89,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WM_212_097_N.png,0,0,0,0,65,57,6232,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_200_099_N.png,0,0,0,0,65,58,6233,73,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LCHEEK_CFD_BM_234_172_N.png
",0,0,0,0,65,59,6234,30,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LM_201_057_N.png,0,0,0,0,65,60,6235,32,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_AM_233_236_N.png
",0,0,0,0,65,61,6236,64,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_087_M_M_N_A.png,0,0,0,0,65,62,6237,40,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_WF_002_004_N.png
",0,0,0,0,65,63,6238,72,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BF_224_002_N.png,0,0,0,0,65,64,6239,85,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LCHEEK_136_M_M_N_A.png
",0,0,0,0,65,65,6240,22,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_LM_203_026_N.png,0,0,0,0,65,66,6241,33,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_035_M_F_N_A.png,0,0,0,0,65,67,6242,39,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WF_200_099_N.png,0,0,0,0,65,68,6243,92,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BF_214_308_N.png,0,0,0,0,65,69,6244,65,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_AF_231_357_N.png,0,0,0,0,65,70,6245,80,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_231_357_N.png,0,0,0,0,65,71,6246,23,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LIP_CFD_WF_002_004_N.png
",0,0,0,0,65,72,6247,53,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_006_M_F_N_A.png,0,0,0,0,65,73,6248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_087_M_M_N_A.png,0,0,0,0,65,74,6249,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ NASALTIP_CFD_BM_234_172_N.png
",0,0,0,0,65,75,6250,68,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_WF_250_167_N.png,0,0,0,0,65,76,6251,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LIP_CFD_BM_234_172_N.png
",0,0,0,0,65,77,6252,49,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_LF_224_176_N.png,0,0,0,0,65,78,6253,50,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_WF_250_167_N.png,0,0,0,0,65,79,6254,36,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_LM_201_057_N.png,0,0,0,0,65,80,6255,51,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_087_M_M_N_A.png,0,0,0,0,65,81,6256,21,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_WF_002_004_N.png,0,0,0,0,65,82,6257,15,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LCHEEK_CFD_AF_237_223_N.png,0,0,0,0,65,83,6258,24,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ LIP_136_M_M_N_A.png
",0,0,0,0,65,84,6259,41,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_035_M_F_N_A.png,0,0,0,0,65,85,6260,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_AM_233_236_N.png,0,0,0,0,65,86,6261,7,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_WF_250_167_N.png,0,0,0,0,65,87,6262,93,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_006_M_F_N_A.png,0,0,0,0,65,88,6263,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_BF_224_002_N.png,0,0,0,0,65,89,6264,66,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ RCHEEK_CFD_BF_214_308_N.png,0,0,0,0,65,90,6265,84,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ LIP_CFD_AF_231_357_N.png,0,0,0,0,65,91,6266,42,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,"images\ RCHEEK_136_M_M_N_A.png
",0,0,0,0,65,92,6267,79,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_LF_224_176_N.png,0,0,0,0,65,93,6268,69,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\FOREHEAD_CFD_LM_203_026_N.png,0,0,0,0,65,94,6269,14,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
treatment,0% Never,100% Always,images\ NASALTIP_CFD_WF_200_099_N.png,0,0,0,0,66,0,6270,73,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-07_19h36.32.320,FaceAttractiveness,2022.2.5,139.68450855709384,
